,label
3347,contradiction
3348,neutral
3349,neutral
3350,neutral
3351,neutral
3352,neutral
3353,entailment
3354,neutral
3355,contradiction
3356,neutral
3357,entailment
3358,contradiction
3359,contradiction
3360,contradiction
3361,entailment
3362,entailment
3363,entailment
3364,entailment
3365,contradiction
3366,contradiction
3367,neutral
3368,neutral
3369,neutral
3370,neutral
3371,contradiction
3372,entailment
3373,entailment
3374,neutral
3375,entailment
3376,entailment
3377,neutral
3378,entailment
3379,entailment
3380,entailment
3381,entailment
3382,contradiction
3383,neutral
3384,neutral
3385,neutral
3386,contradiction
3387,contradiction
3388,neutral
3389,contradiction
3390,neutral
3391,entailment
3392,contradiction
3393,contradiction
3394,neutral
3395,contradiction
3396,neutral
3397,entailment
3398,neutral
3399,neutral
3400,entailment
3401,neutral
3402,entailment
3403,neutral
3404,entailment
3405,neutral
3406,neutral
3407,neutral
3408,entailment
3409,contradiction
3410,contradiction
3411,contradiction
3412,neutral
3413,neutral
3414,entailment
3415,entailment
3416,entailment
3417,neutral
3418,contradiction
3419,neutral
3420,neutral
3421,neutral
3422,entailment
3423,contradiction
3424,entailment
3425,neutral
3426,neutral
3427,neutral
3428,contradiction
3429,entailment
3430,contradiction
3431,entailment
3432,contradiction
3433,contradiction
3434,contradiction
3435,entailment
3436,contradiction
3437,entailment
3438,entailment
3439,neutral
3440,neutral
3441,contradiction
3442,contradiction
3443,contradiction
3444,neutral
3445,neutral
3446,neutral
3447,entailment
3448,contradiction
3449,entailment
3450,entailment
3451,entailment
3452,entailment
3453,neutral
3454,contradiction
3455,entailment
3456,entailment
3457,contradiction
3458,entailment
3459,entailment
3460,contradiction
3461,entailment
3462,neutral
3463,entailment
3464,contradiction
3465,contradiction
3466,contradiction
3467,contradiction
3468,contradiction
3469,contradiction
3470,entailment
3471,contradiction
3472,contradiction
3473,neutral
3474,neutral
3475,neutral
3476,neutral
3477,entailment
3478,contradiction
3479,neutral
3480,entailment
3481,contradiction
3482,contradiction
3483,neutral
3484,contradiction
3485,contradiction
3486,neutral
3487,contradiction
3488,contradiction
3489,contradiction
3490,contradiction
3491,contradiction
3492,entailment
3493,neutral
3494,entailment
3495,entailment
3496,contradiction
3497,neutral
3498,entailment
3499,contradiction
3500,neutral
3501,entailment
3502,entailment
3503,neutral
3504,entailment
3505,entailment
3506,neutral
3507,entailment
3508,entailment
3509,contradiction
3510,entailment
3511,neutral
3512,contradiction
3513,entailment
3514,entailment
3515,neutral
3516,neutral
3517,entailment
3518,neutral
3519,contradiction
3520,contradiction
3521,neutral
3522,neutral
3523,contradiction
3524,contradiction
3525,contradiction
3526,contradiction
3527,contradiction
3528,entailment
3529,entailment
3530,neutral
3531,contradiction
3532,entailment
3533,contradiction
3534,neutral
3535,entailment
3536,contradiction
3537,entailment
3538,contradiction
3539,entailment
3540,neutral
3541,neutral
3542,entailment
3543,contradiction
3544,entailment
3545,entailment
3546,entailment
3547,entailment
3548,entailment
3549,contradiction
3550,neutral
3551,contradiction
3552,contradiction
3553,contradiction
3554,contradiction
3555,contradiction
3556,entailment
3557,entailment
3558,contradiction
3559,entailment
3560,contradiction
3561,entailment
3562,neutral
3563,neutral
3564,neutral
3565,neutral
3566,contradiction
3567,contradiction
3568,entailment
3569,contradiction
3570,entailment
3571,neutral
3572,neutral
3573,contradiction
3574,contradiction
3575,entailment
3576,entailment
3577,contradiction
3578,entailment
3579,contradiction
3580,contradiction
3581,entailment
3582,neutral
3583,contradiction
3584,entailment
3585,neutral
3586,contradiction
3587,contradiction
3588,neutral
3589,neutral
3590,contradiction
3591,contradiction
3592,neutral
3593,entailment
3594,contradiction
3595,contradiction
3596,contradiction
3597,neutral
3598,contradiction
3599,entailment
3600,neutral
3601,contradiction
3602,neutral
3603,contradiction
3604,entailment
3605,contradiction
3606,neutral
3607,entailment
3608,entailment
3609,contradiction
3610,contradiction
3611,neutral
3612,contradiction
3613,contradiction
3614,entailment
3615,contradiction
3616,neutral
3617,entailment
3618,neutral
3619,neutral
3620,entailment
3621,contradiction
3622,entailment
3623,neutral
3624,contradiction
3625,contradiction
3626,contradiction
3627,entailment
3628,contradiction
3629,contradiction
3630,neutral
3631,entailment
3632,entailment
3633,entailment
3634,entailment
3635,contradiction
3636,entailment
3637,entailment
3638,neutral
3639,entailment
3640,contradiction
3641,contradiction
3642,neutral
3643,contradiction
3644,contradiction
3645,entailment
3646,neutral
3647,contradiction
3648,contradiction
3649,neutral
3650,neutral
3651,contradiction
3652,neutral
3653,contradiction
3654,neutral
3655,entailment
3656,entailment
3657,neutral
3658,neutral
3659,contradiction
3660,entailment
3661,entailment
3662,entailment
3663,neutral
3664,neutral
3665,neutral
3666,entailment
3667,contradiction
3668,contradiction
3669,entailment
3670,entailment
3671,contradiction
3672,contradiction
3673,neutral
3674,contradiction
3675,neutral
3676,contradiction
3677,contradiction
3678,entailment
3679,neutral
3680,entailment
3681,contradiction
3682,contradiction
3683,contradiction
3684,contradiction
3685,neutral
3686,entailment
3687,entailment
3688,contradiction
3689,contradiction
3690,neutral
3691,contradiction
3692,entailment
3693,contradiction
3694,neutral
3695,entailment
3696,entailment
3697,contradiction
3698,contradiction
3699,neutral
3700,contradiction
3701,contradiction
3702,contradiction
3703,entailment
3704,contradiction
3705,contradiction
3706,contradiction
3707,neutral
3708,entailment
3709,neutral
3710,neutral
3711,neutral
3712,neutral
3713,neutral
3714,contradiction
3715,contradiction
3716,neutral
3717,contradiction
3718,entailment
3719,contradiction
3720,neutral
3721,contradiction
3722,neutral
3723,contradiction
3724,entailment
3725,contradiction
3726,neutral
3727,entailment
3728,neutral
3729,entailment
3730,neutral
3731,neutral
3732,neutral
3733,contradiction
3734,entailment
3735,neutral
3736,neutral
3737,entailment
3738,neutral
3739,entailment
3740,entailment
3741,neutral
3742,entailment
3743,neutral
3744,entailment
3745,neutral
3746,neutral
3747,neutral
3748,entailment
3749,contradiction
3750,contradiction
3751,neutral
3752,neutral
3753,contradiction
3754,contradiction
3755,neutral
3756,neutral
3757,entailment
3758,neutral
3759,neutral
3760,neutral
3761,contradiction
3762,contradiction
3763,neutral
3764,neutral
3765,entailment
3766,neutral
3767,entailment
3768,entailment
3769,entailment
3770,entailment
3771,contradiction
3772,contradiction
3773,entailment
3774,entailment
3775,neutral
3776,contradiction
3777,entailment
3778,entailment
3779,entailment
3780,neutral
3781,neutral
3782,neutral
3783,contradiction
3784,neutral
3785,entailment
3786,contradiction
3787,entailment
3788,entailment
3789,entailment
3790,entailment
3791,contradiction
3792,contradiction
3793,entailment
3794,neutral
3795,neutral
3796,entailment
3797,neutral
3798,entailment
3799,entailment
3800,entailment
3801,neutral
3802,neutral
3803,neutral
3804,contradiction
3805,neutral
3806,entailment
3807,entailment
3808,neutral
3809,neutral
3810,entailment
3811,entailment
3812,entailment
3813,entailment
3814,entailment
3815,neutral
3816,entailment
3817,neutral
3818,neutral
3819,contradiction
3820,entailment
3821,entailment
3822,neutral
3823,entailment
3824,neutral
3825,contradiction
3826,contradiction
3827,entailment
3828,contradiction
3829,entailment
3830,contradiction
3831,neutral
3832,entailment
3833,entailment
3834,contradiction
3835,entailment
3836,contradiction
3837,contradiction
3838,entailment
3839,neutral
3840,entailment
3841,contradiction
3842,contradiction
3843,contradiction
3844,neutral
3845,contradiction
3846,entailment
3847,neutral
3848,entailment
3849,entailment
3850,neutral
3851,neutral
3852,contradiction
3853,contradiction
3854,entailment
3855,contradiction
3856,neutral
3857,entailment
3858,neutral
3859,entailment
3860,contradiction
3861,contradiction
3862,contradiction
3863,contradiction
3864,contradiction
3865,contradiction
3866,entailment
3867,contradiction
3868,neutral
3869,contradiction
3870,neutral
3871,entailment
3872,entailment
3873,entailment
3874,entailment
3875,entailment
3876,entailment
3877,entailment
3878,neutral
3879,entailment
3880,contradiction
3881,neutral
3882,entailment
3883,neutral
3884,entailment
3885,contradiction
3886,neutral
3887,entailment
3888,contradiction
3889,entailment
3890,entailment
3891,entailment
3892,contradiction
3893,contradiction
3894,contradiction
3895,neutral
3896,contradiction
3897,neutral
3898,neutral
3899,neutral
3900,neutral
3901,neutral
3902,entailment
3903,contradiction
3904,neutral
3905,neutral
3906,entailment
3907,neutral
3908,entailment
3909,contradiction
3910,contradiction
3911,contradiction
3912,contradiction
3913,contradiction
3914,neutral
3915,entailment
3916,neutral
3917,contradiction
3918,neutral
3919,neutral
3920,entailment
3921,neutral
3922,contradiction
3923,entailment
3924,entailment
3925,contradiction
3926,contradiction
3927,contradiction
3928,entailment
3929,entailment
3930,neutral
3931,neutral
3932,contradiction
3933,neutral
3934,entailment
3935,neutral
3936,contradiction
3937,contradiction
3938,contradiction
3939,neutral
3940,neutral
3941,contradiction
3942,contradiction
3943,neutral
3944,neutral
3945,neutral
3946,entailment
3947,entailment
3948,neutral
3949,neutral
3950,contradiction
3951,entailment
3952,entailment
3953,entailment
3954,contradiction
3955,entailment
3956,entailment
3957,neutral
3958,contradiction
3959,neutral
3960,neutral
3961,entailment
3962,neutral
3963,neutral
3964,neutral
3965,neutral
3966,neutral
3967,neutral
3968,neutral
3969,contradiction
3970,neutral
3971,neutral
3972,entailment
3973,contradiction
3974,neutral
3975,entailment
3976,neutral
3977,neutral
3978,neutral
3979,contradiction
3980,contradiction
3981,entailment
3982,contradiction
3983,neutral
3984,neutral
3985,neutral
3986,entailment
3987,neutral
3988,contradiction
3989,contradiction
3990,contradiction
3991,contradiction
3992,contradiction
3993,contradiction
3994,contradiction
3995,entailment
3996,contradiction
3997,entailment
3998,neutral
3999,contradiction
4000,neutral
4001,neutral
4002,neutral
4003,contradiction
4004,neutral
4005,contradiction
4006,entailment
4007,entailment
4008,contradiction
4009,entailment
4010,entailment
4011,entailment
4012,entailment
4013,contradiction
4014,neutral
4015,neutral
4016,contradiction
4017,neutral
4018,contradiction
4019,entailment
4020,contradiction
4021,contradiction
4022,neutral
4023,entailment
4024,entailment
4025,entailment
4026,entailment
4027,neutral
4028,contradiction
4029,entailment
4030,entailment
4031,entailment
4032,neutral
4033,contradiction
4034,contradiction
4035,entailment
4036,neutral
4037,contradiction
4038,neutral
4039,entailment
4040,contradiction
4041,entailment
4042,entailment
4043,entailment
4044,contradiction
4045,neutral
4046,contradiction
4047,contradiction
4048,contradiction
4049,contradiction
4050,contradiction
4051,contradiction
4052,contradiction
4053,contradiction
4054,contradiction
4055,contradiction
4056,contradiction
4057,contradiction
4058,contradiction
4059,neutral
4060,contradiction
4061,neutral
4062,contradiction
4063,contradiction
4064,neutral
4065,neutral
4066,contradiction
4067,entailment
4068,contradiction
4069,entailment
4070,contradiction
4071,entailment
4072,contradiction
4073,contradiction
4074,entailment
4075,neutral
4076,contradiction
4077,contradiction
4078,contradiction
4079,entailment
4080,neutral
4081,entailment
4082,entailment
4083,contradiction
4084,entailment
4085,neutral
4086,entailment
4087,neutral
4088,contradiction
4089,entailment
4090,contradiction
4091,entailment
4092,contradiction
4093,entailment
4094,entailment
4095,contradiction
4096,contradiction
4097,entailment
4098,neutral
4099,contradiction
4100,contradiction
4101,neutral
4102,entailment
4103,entailment
4104,contradiction
4105,entailment
4106,neutral
4107,contradiction
4108,entailment
4109,neutral
4110,neutral
4111,neutral
4112,neutral
4113,contradiction
4114,contradiction
4115,entailment
4116,contradiction
4117,neutral
4118,contradiction
4119,neutral
4120,entailment
4121,neutral
4122,neutral
4123,neutral
4124,neutral
4125,neutral
4126,neutral
4127,contradiction
4128,neutral
4129,contradiction
4130,contradiction
4131,contradiction
4132,contradiction
4133,entailment
4134,entailment
4135,contradiction
4136,contradiction
4137,neutral
4138,entailment
4139,neutral
4140,contradiction
4141,contradiction
4142,contradiction
4143,contradiction
4144,entailment
4145,contradiction
4146,neutral
4147,contradiction
4148,entailment
4149,contradiction
4150,contradiction
4151,entailment
4152,neutral
4153,neutral
4154,contradiction
4155,contradiction
4156,entailment
4157,entailment
4158,entailment
4159,neutral
4160,contradiction
4161,contradiction
4162,contradiction
4163,entailment
4164,entailment
4165,entailment
4166,entailment
4167,neutral
4168,contradiction
4169,entailment
4170,neutral
4171,entailment
4172,entailment
4173,entailment
4174,entailment
4175,entailment
4176,contradiction
4177,neutral
4178,contradiction
4179,entailment
4180,contradiction
4181,contradiction
4182,entailment
4183,entailment
4184,contradiction
4185,entailment
4186,entailment
4187,neutral
4188,contradiction
4189,entailment
4190,entailment
4191,entailment
4192,entailment
4193,neutral
4194,neutral
4195,neutral
4196,contradiction
4197,neutral
4198,entailment
4199,contradiction
4200,neutral
4201,contradiction
4202,entailment
4203,neutral
4204,contradiction
4205,neutral
4206,entailment
4207,neutral
4208,neutral
4209,entailment
4210,entailment
4211,neutral
4212,neutral
4213,contradiction
4214,contradiction
4215,contradiction
4216,entailment
4217,contradiction
4218,contradiction
4219,neutral
4220,neutral
4221,contradiction
4222,contradiction
4223,entailment
4224,neutral
4225,entailment
4226,entailment
4227,neutral
4228,neutral
4229,neutral
4230,neutral
4231,contradiction
4232,neutral
4233,entailment
4234,neutral
4235,neutral
4236,contradiction
4237,entailment
4238,contradiction
4239,contradiction
4240,contradiction
4241,entailment
4242,contradiction
4243,contradiction
4244,neutral
4245,neutral
4246,entailment
4247,entailment
4248,neutral
4249,contradiction
4250,neutral
4251,contradiction
4252,neutral
4253,neutral
4254,neutral
4255,neutral
4256,contradiction
4257,neutral
4258,contradiction
4259,neutral
4260,entailment
4261,neutral
4262,neutral
4263,neutral
4264,entailment
4265,entailment
4266,contradiction
4267,neutral
4268,contradiction
4269,contradiction
4270,neutral
4271,entailment
4272,contradiction
4273,neutral
4274,contradiction
4275,entailment
4276,neutral
4277,entailment
4278,entailment
4279,neutral
4280,entailment
4281,neutral
4282,contradiction
4283,entailment
4284,neutral
4285,neutral
4286,neutral
4287,neutral
4288,neutral
4289,contradiction
4290,contradiction
4291,contradiction
4292,contradiction
4293,contradiction
4294,entailment
4295,neutral
4296,neutral
4297,neutral
4298,contradiction
4299,entailment
4300,contradiction
4301,entailment
4302,entailment
4303,neutral
4304,entailment
4305,neutral
4306,entailment
4307,neutral
4308,contradiction
4309,contradiction
4310,contradiction
4311,neutral
4312,neutral
4313,contradiction
4314,neutral
4315,contradiction
4316,entailment
4317,entailment
4318,entailment
4319,contradiction
4320,neutral
4321,neutral
4322,contradiction
4323,entailment
4324,neutral
4325,contradiction
4326,entailment
4327,contradiction
4328,entailment
4329,entailment
4330,contradiction
4331,contradiction
4332,contradiction
4333,contradiction
4334,entailment
4335,contradiction
4336,contradiction
4337,neutral
4338,contradiction
4339,neutral
4340,contradiction
4341,entailment
4342,neutral
4343,entailment
4344,entailment
4345,entailment
4346,entailment
4347,entailment
4348,entailment
4349,neutral
4350,entailment
4351,contradiction
4352,neutral
4353,neutral
4354,entailment
4355,contradiction
4356,contradiction
4357,entailment
4358,neutral
4359,entailment
4360,entailment
4361,neutral
4362,contradiction
4363,contradiction
4364,contradiction
4365,contradiction
4366,neutral
4367,neutral
4368,neutral
4369,contradiction
4370,neutral
4371,entailment
4372,entailment
4373,entailment
4374,neutral
4375,neutral
4376,entailment
4377,entailment
4378,contradiction
4379,entailment
4380,contradiction
4381,contradiction
4382,entailment
4383,contradiction
4384,contradiction
4385,entailment
4386,entailment
4387,contradiction
4388,contradiction
4389,neutral
4390,contradiction
4391,contradiction
4392,entailment
4393,contradiction
4394,entailment
4395,entailment
4396,contradiction
4397,contradiction
4398,entailment
4399,entailment
4400,neutral
4401,entailment
4402,entailment
4403,neutral
4404,neutral
4405,entailment
4406,contradiction
4407,contradiction
4408,entailment
4409,entailment
4410,neutral
4411,entailment
4412,entailment
4413,contradiction
4414,entailment
4415,entailment
4416,contradiction
4417,neutral
4418,contradiction
4419,neutral
4420,contradiction
4421,neutral
4422,entailment
4423,neutral
4424,entailment
4425,entailment
4426,contradiction
4427,entailment
4428,entailment
4429,neutral
4430,neutral
4431,contradiction
4432,neutral
4433,neutral
4434,neutral
4435,entailment
4436,entailment
4437,neutral
4438,entailment
4439,neutral
4440,contradiction
4441,neutral
4442,entailment
4443,contradiction
4444,entailment
4445,entailment
4446,entailment
4447,contradiction
4448,contradiction
4449,neutral
4450,entailment
4451,entailment
4452,neutral
4453,contradiction
4454,entailment
4455,neutral
4456,neutral
4457,entailment
4458,entailment
4459,entailment
4460,entailment
4461,contradiction
4462,entailment
4463,neutral
4464,neutral
4465,neutral
4466,entailment
4467,contradiction
4468,entailment
4469,contradiction
4470,entailment
4471,contradiction
4472,neutral
4473,neutral
4474,entailment
4475,entailment
4476,neutral
4477,contradiction
4478,entailment
4479,neutral
4480,contradiction
4481,entailment
4482,contradiction
4483,entailment
4484,entailment
4485,contradiction
4486,neutral
4487,entailment
4488,contradiction
4489,entailment
4490,contradiction
4491,entailment
4492,neutral
4493,contradiction
4494,entailment
4495,entailment
4496,contradiction
4497,neutral
4498,neutral
4499,neutral
4500,entailment
4501,neutral
4502,contradiction
4503,contradiction
4504,contradiction
4505,entailment
4506,neutral
4507,neutral
4508,neutral
4509,neutral
4510,neutral
4511,entailment
4512,neutral
4513,entailment
4514,neutral
4515,contradiction
4516,neutral
4517,neutral
4518,contradiction
4519,entailment
4520,neutral
4521,entailment
4522,entailment
4523,contradiction
4524,entailment
4525,entailment
4526,contradiction
4527,entailment
4528,entailment
4529,contradiction
4530,contradiction
4531,contradiction
4532,contradiction
4533,neutral
4534,neutral
4535,neutral
4536,neutral
4537,neutral
4538,entailment
4539,neutral
4540,neutral
4541,entailment
4542,contradiction
4543,entailment
4544,entailment
4545,entailment
4546,contradiction
4547,neutral
4548,contradiction
4549,entailment
4550,entailment
4551,entailment
4552,neutral
4553,contradiction
4554,neutral
4555,contradiction
4556,neutral
4557,contradiction
4558,entailment
4559,neutral
4560,entailment
4561,neutral
4562,entailment
4563,neutral
4564,entailment
4565,entailment
4566,neutral
4567,neutral
4568,entailment
4569,contradiction
4570,neutral
4571,entailment
4572,entailment
4573,contradiction
4574,neutral
4575,entailment
4576,contradiction
4577,neutral
4578,neutral
4579,entailment
4580,entailment
4581,contradiction
4582,contradiction
4583,entailment
4584,neutral
4585,neutral
4586,contradiction
4587,entailment
4588,entailment
4589,entailment
4590,contradiction
4591,neutral
4592,contradiction
4593,entailment
4594,neutral
4595,neutral
4596,entailment
4597,entailment
4598,entailment
4599,neutral
4600,neutral
4601,neutral
4602,neutral
4603,neutral
4604,neutral
4605,neutral
4606,entailment
4607,entailment
4608,entailment
4609,contradiction
4610,neutral
4611,neutral
4612,contradiction
4613,neutral
4614,neutral
4615,contradiction
4616,contradiction
4617,entailment
4618,entailment
4619,contradiction
4620,neutral
4621,contradiction
4622,neutral
4623,entailment
4624,contradiction
4625,contradiction
4626,neutral
4627,contradiction
4628,entailment
4629,entailment
4630,entailment
4631,contradiction
4632,entailment
4633,entailment
4634,entailment
4635,entailment
4636,neutral
4637,entailment
4638,entailment
4639,entailment
4640,neutral
4641,contradiction
4642,entailment
4643,contradiction
4644,entailment
4645,neutral
4646,contradiction
4647,entailment
4648,contradiction
4649,neutral
4650,entailment
4651,contradiction
4652,contradiction
4653,neutral
4654,neutral
4655,entailment
4656,entailment
4657,entailment
4658,neutral
4659,entailment
4660,neutral
4661,neutral
4662,neutral
4663,entailment
4664,neutral
4665,neutral
4666,neutral
4667,neutral
4668,neutral
4669,neutral
4670,neutral
4671,neutral
4672,entailment
4673,neutral
4674,neutral
4675,entailment
4676,contradiction
4677,entailment
4678,contradiction
4679,contradiction
4680,entailment
4681,entailment
4682,neutral
4683,entailment
4684,entailment
4685,entailment
4686,contradiction
4687,contradiction
4688,contradiction
4689,neutral
4690,neutral
4691,neutral
4692,neutral
4693,entailment
4694,neutral
4695,neutral
4696,entailment
4697,contradiction
4698,neutral
4699,entailment
4700,entailment
4701,entailment
4702,neutral
4703,contradiction
4704,contradiction
4705,contradiction
4706,neutral
4707,contradiction
4708,neutral
4709,entailment
4710,neutral
4711,entailment
4712,entailment
4713,entailment
4714,neutral
4715,contradiction
4716,contradiction
4717,contradiction
4718,contradiction
4719,neutral
4720,contradiction
4721,contradiction
4722,contradiction
4723,neutral
4724,neutral
4725,contradiction
4726,entailment
4727,contradiction
4728,neutral
4729,neutral
4730,entailment
4731,neutral
4732,entailment
4733,contradiction
4734,neutral
4735,entailment
4736,contradiction
4737,entailment
4738,contradiction
4739,neutral
4740,entailment
4741,contradiction
4742,neutral
4743,entailment
4744,neutral
4745,contradiction
4746,entailment
4747,contradiction
4748,contradiction
4749,neutral
4750,entailment
4751,entailment
4752,neutral
4753,neutral
4754,entailment
4755,entailment
4756,entailment
4757,entailment
4758,entailment
4759,entailment
4760,entailment
4761,contradiction
4762,neutral
4763,entailment
4764,contradiction
4765,neutral
4766,entailment
4767,contradiction
4768,entailment
4769,entailment
4770,neutral
4771,entailment
4772,neutral
4773,entailment
4774,contradiction
4775,neutral
4776,entailment
4777,entailment
4778,entailment
4779,contradiction
4780,contradiction
4781,contradiction
4782,entailment
4783,neutral
4784,contradiction
4785,entailment
4786,neutral
4787,neutral
4788,neutral
4789,contradiction
4790,neutral
4791,contradiction
4792,entailment
4793,entailment
4794,entailment
4795,contradiction
4796,entailment
4797,neutral
4798,entailment
4799,neutral
4800,entailment
4801,entailment
4802,contradiction
4803,neutral
4804,neutral
4805,contradiction
4806,contradiction
4807,entailment
4808,entailment
4809,entailment
4810,contradiction
4811,neutral
4812,contradiction
4813,entailment
4814,neutral
4815,neutral
4816,contradiction
4817,entailment
4818,contradiction
4819,entailment
4820,contradiction
4821,entailment
4822,neutral
4823,contradiction
4824,neutral
4825,neutral
4826,entailment
4827,entailment
4828,contradiction
4829,neutral
4830,contradiction
4831,entailment
4832,entailment
4833,contradiction
4834,contradiction
4835,entailment
4836,entailment
4837,entailment
4838,neutral
4839,neutral
4840,entailment
4841,entailment
4842,neutral
4843,neutral
4844,entailment
4845,entailment
4846,neutral
4847,neutral
4848,neutral
4849,neutral
4850,neutral
4851,contradiction
4852,neutral
4853,entailment
4854,neutral
4855,neutral
4856,entailment
4857,contradiction
4858,entailment
4859,contradiction
4860,entailment
4861,neutral
4862,contradiction
4863,neutral
4864,contradiction
4865,contradiction
4866,entailment
4867,neutral
4868,entailment
4869,contradiction
4870,neutral
4871,neutral
4872,entailment
4873,neutral
4874,entailment
4875,neutral
4876,neutral
4877,contradiction
4878,entailment
4879,contradiction
4880,contradiction
4881,contradiction
4882,entailment
4883,contradiction
4884,entailment
4885,contradiction
4886,neutral
4887,contradiction
4888,contradiction
4889,entailment
4890,neutral
4891,neutral
4892,neutral
4893,neutral
4894,entailment
4895,neutral
4896,entailment
4897,entailment
4898,contradiction
4899,entailment
4900,entailment
4901,contradiction
4902,neutral
4903,neutral
4904,neutral
4905,neutral
4906,entailment
4907,neutral
4908,entailment
4909,entailment
4910,contradiction
4911,neutral
4912,neutral
4913,contradiction
4914,contradiction
4915,contradiction
4916,entailment
4917,neutral
4918,neutral
4919,entailment
4920,neutral
4921,entailment
4922,contradiction
4923,contradiction
4924,neutral
4925,entailment
4926,neutral
4927,entailment
4928,entailment
4929,neutral
4930,neutral
4931,entailment
4932,contradiction
4933,entailment
4934,entailment
4935,entailment
4936,neutral
4937,entailment
4938,contradiction
4939,neutral
4940,contradiction
4941,entailment
4942,contradiction
4943,neutral
4944,entailment
4945,entailment
4946,neutral
4947,contradiction
4948,neutral
4949,entailment
4950,contradiction
4951,entailment
4952,entailment
4953,contradiction
4954,entailment
4955,entailment
4956,contradiction
4957,neutral
4958,entailment
4959,contradiction
4960,neutral
4961,entailment
4962,entailment
4963,neutral
4964,neutral
4965,contradiction
4966,contradiction
4967,contradiction
4968,entailment
4969,entailment
4970,contradiction
4971,contradiction
4972,neutral
4973,entailment
4974,neutral
4975,entailment
4976,entailment
4977,contradiction
4978,entailment
4979,entailment
4980,entailment
4981,neutral
4982,entailment
4983,entailment
4984,entailment
4985,entailment
4986,neutral
4987,neutral
4988,entailment
4989,neutral
4990,entailment
4991,entailment
4992,entailment
4993,entailment
4994,neutral
4995,entailment
4996,contradiction
4997,entailment
4998,neutral
4999,neutral
